DetectedAt: 2025-05-18 12:41:00.224 | Symbol: AUDUSD | TF: 15m | Type: supply | ZoneStartTime: 2025-05-16T14:15:00Z | ZoneHigh: 0.641250 | ZoneLow: 0.640532 | RawStartIdx: 57 | Method: (i=57) 50% Candle → Bearish Big Bar (316%, 88% body, Confirmed), 0.0% ext
DetectedAt: 2025-05-18 12:41:00.436 | Symbol: GBPJPY_SB | TF: 5m | Type: demand | ZoneStartTime: 2025-05-16T08:00:00Z | ZoneHigh: 193.460684 | ZoneLow: 193.338000 | RawStartIdx: 96 | Method: (i=96) 50% Candle → Bullish Big Bar (204%, 67% body, Confirmed), 0.02% ext
DetectedAt: 2025-05-18 12:41:00.458 | Symbol: NAS100_SB | TF: 5m | Type: supply | ZoneStartTime: 2025-05-16T12:25:00Z | ZoneHigh: 21419.100000 | ZoneLow: 21405.118120 | RawStartIdx: 149 | Method: (i=149) 50% Candle → Bearish Big Bar (209%, 82% body, Confirmed), 0.0% ext
DetectedAt: 2025-05-18 12:41:00.458 | Symbol: NAS100_SB | TF: 5m | Type: supply | ZoneStartTime: 2025-05-16T20:40:00Z | ZoneHigh: 21421.100000 | ZoneLow: 21402.518640 | RawStartIdx: 248 | Method: (i=248) 50% Candle → Bearish Big Bar (274%, 94% body, Confirmed), 0.0% ext
DetectedAt: 2025-05-18 12:41:00.461 | Symbol: GBPUSD_SB | TF: 15m | Type: supply | ZoneStartTime: 2025-05-16T14:15:00Z | ZoneHigh: 1.328870 | ZoneLow: 1.327454 | RawStartIdx: 57 | Method: (i=57) 50% Candle → Bearish Big Bar (331%, 86% body, Confirmed), 0.0% ext
DetectedAt: 2025-05-18 12:41:00.463 | Symbol: NZDJPY | TF: 30m | Type: demand | ZoneStartTime: 2025-05-16T02:00:00Z | ZoneHigh: 85.399076 | ZoneLow: 85.207000 | RawStartIdx: 4 | Method: (i=4) 50% Candle → Bullish Big Bar (300%, 92% body, Confirmed), 0.02% ext
DetectedAt: 2025-05-18 12:41:00.465 | Symbol: NZDUSD | TF: 15m | Type: supply | ZoneStartTime: 2025-05-16T14:15:00Z | ZoneHigh: 0.589270 | ZoneLow: 0.588622 | RawStartIdx: 57 | Method: (i=57) 50% Candle → Bearish Big Bar (321%, 89% body, Confirmed), 0.0% ext
DetectedAt: 2025-05-18 12:41:00.465 | Symbol: NZDUSD | TF: 15m | Type: demand | ZoneStartTime: 2025-05-16T02:15:00Z | ZoneHigh: 0.587908 | ZoneLow: 0.587290 | RawStartIdx: 9 | Method: (i=9) 50% Candle → Bullish Big Bar (287%, 90% body, Confirmed), 0.02% ext
DetectedAt: 2025-05-18 12:41:00.465 | Symbol: NZDJPY_SB | TF: 30m | Type: demand | ZoneStartTime: 2025-05-16T02:00:00Z | ZoneHigh: 85.399076 | ZoneLow: 85.207000 | RawStartIdx: 4 | Method: (i=4) 50% Candle → Bullish Big Bar (300%, 92% body, Confirmed), 0.02% ext
DetectedAt: 2025-05-18 12:41:00.467 | Symbol: NAS100 | TF: 5m | Type: supply | ZoneStartTime: 2025-05-16T12:25:00Z | ZoneHigh: 21419.100000 | ZoneLow: 21405.118120 | RawStartIdx: 149 | Method: (i=149) 50% Candle → Bearish Big Bar (209%, 82% body, Confirmed), 0.0% ext
DetectedAt: 2025-05-18 12:41:00.467 | Symbol: NAS100 | TF: 5m | Type: supply | ZoneStartTime: 2025-05-16T20:40:00Z | ZoneHigh: 21421.100000 | ZoneLow: 21402.518640 | RawStartIdx: 248 | Method: (i=248) 50% Candle → Bearish Big Bar (274%, 94% body, Confirmed), 0.0% ext
DetectedAt: 2025-05-18 12:41:00.469 | Symbol: GBPUSD_SB | TF: 5m | Type: supply | ZoneStartTime: 2025-05-16T09:40:00Z | ZoneHigh: 1.330340 | ZoneLow: 1.329734 | RawStartIdx: 116 | Method: (i=116) 50% Candle → Bearish Big Bar (207%, 91% body, Confirmed), 0.0% ext
DetectedAt: 2025-05-18 12:41:05.502 | Symbol: NZDUSD | TF: 1h | Type: supply | ZoneStartTime: 2025-05-16T13:00:00Z | ZoneHigh: 0.589910 | ZoneLow: 0.588892 | RawStartIdx: 13 | Method: (i=13) 50% Candle → Bearish Big Bar (214%, 87% body, Confirmed), 0.0% ext
DetectedAt: 2025-05-18 12:41:05.507 | Symbol: NZDUSD_SB | TF: 5m | Type: supply | ZoneStartTime: 2025-05-16T00:35:00Z | ZoneHigh: 0.587710 | ZoneLow: 0.587283 | RawStartIdx: 7 | Method: (i=7) 50% Candle → Bearish Big Bar (206%, 75% body, Confirmed), 0.0% ext
DetectedAt: 2025-05-18 12:41:05.508 | Symbol: NZDUSD_SB | TF: 1h | Type: supply | ZoneStartTime: 2025-05-16T13:00:00Z | ZoneHigh: 0.589910 | ZoneLow: 0.588892 | RawStartIdx: 13 | Method: (i=13) 50% Candle → Bearish Big Bar (214%, 87% body, Confirmed), 0.0% ext
DetectedAt: 2025-05-18 12:41:05.509 | Symbol: NZDUSD | TF: 30m | Type: demand | ZoneStartTime: 2025-05-16T02:00:00Z | ZoneHigh: 0.587908 | ZoneLow: 0.586800 | RawStartIdx: 4 | Method: (i=4) 50% Candle → Bullish Big Bar (238%, 89% body, Confirmed), 0.02% ext
DetectedAt: 2025-05-18 12:41:05.510 | Symbol: NZDUSD_SB | TF: 30m | Type: demand | ZoneStartTime: 2025-05-16T02:00:00Z | ZoneHigh: 0.587908 | ZoneLow: 0.586800 | RawStartIdx: 4 | Method: (i=4) 50% Candle → Bullish Big Bar (238%, 89% body, Confirmed), 0.02% ext
DetectedAt: 2025-05-18 12:41:05.514 | Symbol: NZDUSD | TF: 5m | Type: supply | ZoneStartTime: 2025-05-16T00:35:00Z | ZoneHigh: 0.587710 | ZoneLow: 0.587283 | RawStartIdx: 7 | Method: (i=7) 50% Candle → Bearish Big Bar (206%, 75% body, Confirmed), 0.0% ext
DetectedAt: 2025-05-18 12:41:05.517 | Symbol: NZDUSD_SB | TF: 15m | Type: supply | ZoneStartTime: 2025-05-16T14:15:00Z | ZoneHigh: 0.589270 | ZoneLow: 0.588622 | RawStartIdx: 57 | Method: (i=57) 50% Candle → Bearish Big Bar (321%, 89% body, Confirmed), 0.0% ext
DetectedAt: 2025-05-18 12:41:05.517 | Symbol: NZDUSD_SB | TF: 15m | Type: demand | ZoneStartTime: 2025-05-16T02:15:00Z | ZoneHigh: 0.587908 | ZoneLow: 0.587290 | RawStartIdx: 9 | Method: (i=9) 50% Candle → Bullish Big Bar (287%, 90% body, Confirmed), 0.02% ext
DetectedAt: 2025-05-18 12:41:05.518 | Symbol: USDCAD | TF: 1h | Type: demand | ZoneStartTime: 2025-05-16T13:00:00Z | ZoneHigh: 1.396389 | ZoneLow: 1.394890 | RawStartIdx: 13 | Method: (i=13) 50% Candle → Bullish Big Bar (286%, 91% body, Confirmed), 0.02% ext
DetectedAt: 2025-05-18 12:41:05.521 | Symbol: US500_SB | TF: 5m | Type: supply | ZoneStartTime: 2025-05-16T14:35:00Z | ZoneHigh: 5918.400000 | ZoneLow: 5913.717020 | RawStartIdx: 175 | Method: (i=175) 50% Candle → Bearish Big Bar (372%, 82% body, Confirmed), 0.0% ext
DetectedAt: 2025-05-18 12:41:05.521 | Symbol: US500_SB | TF: 5m | Type: supply | ZoneStartTime: 2025-05-16T20:40:00Z | ZoneHigh: 5953.400000 | ZoneLow: 5948.710020 | RawStartIdx: 248 | Method: (i=248) 50% Candle → Bearish Big Bar (372%, 95% body, Confirmed), 0.0% ext
DetectedAt: 2025-05-18 12:41:05.521 | Symbol: US500_SB | TF: 5m | Type: demand | ZoneStartTime: 2025-05-16T13:50:00Z | ZoneHigh: 5924.884740 | ZoneLow: 5919.200000 | RawStartIdx: 166 | Method: (i=166) 50% Candle → Bullish Big Bar (210%, 73% body, Confirmed), 0.02% ext
DetectedAt: 2025-05-18 12:41:05.521 | Symbol: US500_SB | TF: 5m | Type: demand | ZoneStartTime: 2025-05-16T16:55:00Z | ZoneHigh: 5939.587680 | ZoneLow: 5935.400000 | RawStartIdx: 203 | Method: (i=203) 50% Candle → Bullish Big Bar (213%, 68% body, Confirmed), 0.02% ext
DetectedAt: 2025-05-18 12:41:05.524 | Symbol: USDCAD | TF: 30m | Type: demand | ZoneStartTime: 2025-05-16T13:30:00Z | ZoneHigh: 1.396339 | ZoneLow: 1.395060 | RawStartIdx: 27 | Method: (i=27) 50% Candle → Bullish Big Bar (234%, 90% body, Confirmed), 0.02% ext
DetectedAt: 2025-05-18 12:41:05.525 | Symbol: USDCAD | TF: 15m | Type: demand | ZoneStartTime: 2025-05-16T07:45:00Z | ZoneHigh: 1.395309 | ZoneLow: 1.394470 | RawStartIdx: 31 | Method: (i=31) 50% Candle → Bullish Big Bar (272%, 93% body, Confirmed), 0.02% ext
DetectedAt: 2025-05-18 12:41:05.526 | Symbol: US500 | TF: 5m | Type: supply | ZoneStartTime: 2025-05-16T14:35:00Z | ZoneHigh: 5918.400000 | ZoneLow: 5913.717020 | RawStartIdx: 175 | Method: (i=175) 50% Candle → Bearish Big Bar (372%, 82% body, Confirmed), 0.0% ext
DetectedAt: 2025-05-18 12:41:05.526 | Symbol: US500 | TF: 5m | Type: supply | ZoneStartTime: 2025-05-16T20:40:00Z | ZoneHigh: 5953.400000 | ZoneLow: 5948.710020 | RawStartIdx: 248 | Method: (i=248) 50% Candle → Bearish Big Bar (372%, 95% body, Confirmed), 0.0% ext
DetectedAt: 2025-05-18 12:41:05.526 | Symbol: US500 | TF: 5m | Type: demand | ZoneStartTime: 2025-05-16T13:50:00Z | ZoneHigh: 5924.884740 | ZoneLow: 5919.200000 | RawStartIdx: 166 | Method: (i=166) 50% Candle → Bullish Big Bar (210%, 73% body, Confirmed), 0.02% ext
DetectedAt: 2025-05-18 12:41:05.526 | Symbol: US500 | TF: 5m | Type: demand | ZoneStartTime: 2025-05-16T16:55:00Z | ZoneHigh: 5939.587680 | ZoneLow: 5935.400000 | RawStartIdx: 203 | Method: (i=203) 50% Candle → Bullish Big Bar (213%, 68% body, Confirmed), 0.02% ext
DetectedAt: 2025-05-18 12:41:05.562 | Symbol: USDCHF | TF: 1h | Type: demand | ZoneStartTime: 2025-05-16T13:00:00Z | ZoneHigh: 0.838298 | ZoneLow: 0.836450 | RawStartIdx: 13 | Method: (i=13) 50% Candle → Bullish Big Bar (236%, 80% body, Confirmed), 0.02% ext
DetectedAt: 2025-05-18 12:41:05.565 | Symbol: USDCHF | TF: 15m | Type: demand | ZoneStartTime: 2025-05-16T07:45:00Z | ZoneHigh: 0.833717 | ZoneLow: 0.832630 | RawStartIdx: 31 | Method: (i=31) 50% Candle → Bullish Big Bar (278%, 92% body, Confirmed), 0.02% ext
DetectedAt: 2025-05-18 12:41:05.566 | Symbol: USDCHF | TF: 15m | Type: demand | ZoneStartTime: 2025-05-16T14:15:00Z | ZoneHigh: 0.838318 | ZoneLow: 0.837360 | RawStartIdx: 57 | Method: (i=57) 50% Candle → Bullish Big Bar (270%, 80% body, Confirmed), 0.02% ext
DetectedAt: 2025-05-18 12:41:05.567 | Symbol: USDCAD_SB | TF: 5m | Type: supply | ZoneStartTime: 2025-05-16T13:05:00Z | ZoneHigh: 1.396110 | ZoneLow: 1.395411 | RawStartIdx: 157 | Method: (i=157) 50% Candle → Bearish Big Bar (218%, 84% body, Confirmed), 0.0% ext
DetectedAt: 2025-05-18 12:41:05.567 | Symbol: USDCAD_SB | TF: 5m | Type: demand | ZoneStartTime: 2025-05-16T13:20:00Z | ZoneHigh: 1.395539 | ZoneLow: 1.394890 | RawStartIdx: 160 | Method: (i=160) 50% Candle → Bullish Big Bar (202%, 86% body, Confirmed), 0.02% ext
DetectedAt: 2025-05-18 12:41:05.567 | Symbol: USDCAD_SB | TF: 5m | Type: demand | ZoneStartTime: 2025-05-16T14:35:00Z | ZoneHigh: 1.397810 | ZoneLow: 1.397200 | RawStartIdx: 175 | Method: (i=175) 50% Candle → Bullish Big Bar (221%, 84% body, Confirmed), 0.02% ext
DetectedAt: 2025-05-18 12:41:05.567 | Symbol: USDCAD_SB | TF: 5m | Type: demand | ZoneStartTime: 2025-05-16T20:35:00Z | ZoneHigh: 1.397039 | ZoneLow: 1.396490 | RawStartIdx: 247 | Method: (i=247) 50% Candle → Bullish Big Bar (243%, 94% body, Confirmed), 0.02% ext
DetectedAt: 2025-05-18 12:41:05.567 | Symbol: USDCAD_SB | TF: 15m | Type: demand | ZoneStartTime: 2025-05-16T07:45:00Z | ZoneHigh: 1.395309 | ZoneLow: 1.394470 | RawStartIdx: 31 | Method: (i=31) 50% Candle → Bullish Big Bar (272%, 93% body, Confirmed), 0.02% ext
DetectedAt: 2025-05-18 12:41:05.568 | Symbol: USDCAD_SB | TF: 1h | Type: demand | ZoneStartTime: 2025-05-16T13:00:00Z | ZoneHigh: 1.396389 | ZoneLow: 1.394890 | RawStartIdx: 13 | Method: (i=13) 50% Candle → Bullish Big Bar (286%, 91% body, Confirmed), 0.02% ext
